Codice attacco,Test Number,Data inizio attacco,Data fine attacco,Exit code
T1078.003  - ,3,2024-06-19T11:07:50+02:00,2024-06-19T11:08:24+02:00,0
T1082  - ,1,2024-06-19T11:08:26+02:00,2024-06-19T11:08:28+02:00,0
T1082  - ,2,2024-06-19T11:08:30+02:00,2024-06-19T11:08:30+02:00,0
T1082  - ,3,2024-06-19T11:08:32+02:00,2024-06-19T11:08:32+02:00,0
T1082  - ,4,2024-06-19T11:08:34+02:00,2024-06-19T11:08:36+02:00,0
T1082  - ,5,2024-06-19T11:08:39+02:00,2024-06-19T11:08:39+02:00,0
T1082  - ,6,2024-06-19T11:08:41+02:00,2024-06-19T11:09:02+02:00,0
T1082  - ,7,2024-06-19T11:09:04+02:00,2024-06-19T11:09:31+02:00,0
T1082  - ,8,2024-06-19T11:09:33+02:00,2024-06-19T11:09:40+02:00,0
T1082  - ,9,2024-06-19T11:09:42+02:00,2024-06-19T11:11:34+02:00,-1
T1082  - ,10,2024-06-19T11:11:36+02:00,2024-06-19T11:13:28+02:00,-1
T1082  - ,11,2024-06-19T11:13:30+02:00,2024-06-19T11:13:35+02:00,0
T1082  - ,12,2024-06-19T11:13:37+02:00,2024-06-19T11:13:39+02:00,0
T1082  - ,13,2024-06-19T11:13:41+02:00,2024-06-19T11:13:43+02:00,0
T1082  - ,14,2024-06-19T11:13:45+02:00,2024-06-19T11:15:02+02:00,0
T1082  - ,15,2024-06-19T11:15:04+02:00,2024-06-19T11:15:17+02:00,0
T1082  - ,16,2024-06-19T11:15:19+02:00,2024-06-19T11:15:20+02:00,1
T1082  - ,17,2024-06-19T11:15:22+02:00,2024-06-19T11:15:24+02:00,0
T1082  - ,18,2024-06-19T11:15:26+02:00,2024-06-19T11:16:06+02:00,0
T1082  - ,19,2024-06-19T11:16:08+02:00,2024-06-19T11:16:08+02:00,0
T1082  - ,20,2024-06-19T11:16:10+02:00,2024-06-19T11:16:11+02:00,1
T1083  - ,1,2024-06-19T11:16:13+02:00,2024-06-19T11:16:24+02:00,0
T1083  - ,2,2024-06-19T11:16:26+02:00,2024-06-19T11:16:27+02:00,0
T1083  - ,3,2024-06-19T11:16:29+02:00,2024-06-19T11:16:29+02:00,0
T1083  - ,4,2024-06-19T11:16:31+02:00,2024-06-19T11:16:35+02:00,0
T1087.001  - ,1,2024-06-19T11:16:37+02:00,2024-06-19T11:16:37+02:00,0
T1087.001  - ,2,2024-06-19T11:16:39+02:00,2024-06-19T11:16:40+02:00,0
T1087.001  - ,3,2024-06-19T11:16:42+02:00,2024-06-19T11:16:42+02:00,1
T1087.002  - ,1,2024-06-19T11:16:44+02:00,2024-06-19T11:16:44+02:00,2
T1087.002  - ,2,2024-06-19T11:16:46+02:00,2024-06-19T11:16:47+02:00,0
T1087.002  - ,3,2024-06-19T11:16:49+02:00,2024-06-19T11:16:50+02:00,1
T1087.002  - ,4,2024-06-19T11:16:52+02:00,2024-06-19T11:16:52+02:00,0
T1087.002  - ,5,2024-06-19T11:16:55+02:00,2024-06-19T11:16:55+02:00,1
T1087.002  - ,6,2024-06-19T11:16:58+02:00,2024-06-19T11:16:58+02:00,1
T1087.002  - ,7,2024-06-19T11:17:00+02:00,2024-06-19T11:17:01+02:00,1
T1087.002  - ,8,2024-06-19T11:17:03+02:00,2024-06-19T11:17:03+02:00,1
T1087.002  - ,9,2024-06-19T11:17:06+02:00,2024-06-19T11:17:06+02:00,2
T1087.002  - ,10,2024-06-19T11:17:08+02:00,2024-06-19T11:17:09+02:00,0
T1087.002  - ,11,2024-06-19T11:17:11+02:00,2024-06-19T11:17:14+02:00,0
T1087.002  - ,12,2024-06-19T11:17:16+02:00,2024-06-19T11:17:17+02:00,0
T1087.002  - ,13,2024-06-19T11:17:19+02:00,2024-06-19T11:17:19+02:00,0
T1087.002  - ,14,2024-06-19T11:17:22+02:00,2024-06-19T11:17:22+02:00,0
T1087.002  - ,15,2024-06-19T11:17:24+02:00,2024-06-19T11:17:30+02:00,0
T1087.002  - ,16,2024-06-19T11:17:32+02:00,2024-06-19T11:17:33+02:00,0
T1087.002  - ,17,2024-06-19T11:17:35+02:00,2024-06-19T11:17:35+02:00,0
T1087.002  - ,18,2024-06-19T11:17:38+02:00,2024-06-19T11:17:38+02:00,0
T1087.002  - ,19,2024-06-19T11:17:40+02:00,2024-06-19T11:17:41+02:00,0
T1087.002  - ,20,2024-06-19T11:17:43+02:00,2024-06-19T11:17:43+02:00,0
T1087.002  - ,21,2024-06-19T11:17:46+02:00,2024-06-19T11:17:46+02:00,0
T1087.002  - ,22,2024-06-19T11:17:49+02:00,2024-06-19T11:17:49+02:00,0
T1090.001  - ,1,2024-06-19T11:17:52+02:00,2024-06-19T11:17:52+02:00,0
T1090.003  - ,1,2024-06-19T11:17:55+02:00,2024-06-19T11:18:20+02:00,0
