Codice attacco,Test Number,Data inizio attacco,Data fine attacco,Exit code
T1036.003  - ,2,2024-06-12T09:53:10+02:00,2024-06-12T09:53:10+02:00,1
T1036.003  - ,3,2024-06-12T09:53:12+02:00,2024-06-12T09:53:22+02:00,1
T1036.003  - ,4,2024-06-12T09:53:24+02:00,2024-06-12T09:55:25+02:00,0
T1036.003  - ,5,2024-06-12T09:55:27+02:00,2024-06-12T09:55:29+02:00,-2146233079
T1036.003  - ,6,2024-06-12T09:55:31+02:00,2024-06-12T09:55:32+02:00,0
T1036.003  - ,7,2024-06-12T09:55:35+02:00,2024-06-12T09:55:35+02:00,0
T1036.003  - ,8,2024-06-12T09:55:37+02:00,2024-06-12T09:55:42+02:00,0
T1036.004  - ,1,2024-06-12T09:55:44+02:00,2024-06-12T09:55:44+02:00,0
T1036.004  - ,2,2024-06-12T09:55:47+02:00,2024-06-12T09:55:47+02:00,0
T1036.005  - ,1,2024-06-12T09:55:49+02:00,2024-06-12T09:55:50+02:00,0
T1037.001  - ,1,2024-06-12T09:55:53+02:00,2024-06-12T09:55:53+02:00,0
T1039  - ,1,2024-06-12T09:55:55+02:00,2024-06-12T09:55:56+02:00,1
T1039  - ,2,2024-06-12T09:55:58+02:00,2024-06-12T09:55:59+02:00,0
T1040  - ,1,2024-06-12T09:56:01+02:00,2024-06-12T09:56:02+02:00,1
T1040  - ,2,2024-06-12T09:56:04+02:00,2024-06-12T09:56:06+02:00,0
T1040  - ,3,2024-06-12T09:57:18+02:00,2024-06-12T09:57:24+02:00,0
T1040  - ,4,2024-06-12T09:57:26+02:00,2024-06-12T09:57:26+02:00,0
T1040  - ,5,2024-06-12T09:57:29+02:00,2024-06-12T09:57:31+02:00,0
T1041  - ,1,2024-06-12T09:57:33+02:00,2024-06-12T09:57:35+02:00,0
T1041  - ,2,2024-06-12T09:57:37+02:00,2024-06-12T09:57:43+02:00,0
T1046  - ,1,2024-06-12T09:57:46+02:00,2024-06-12T09:57:46+02:00,0
T1046  - ,2,2024-06-12T09:57:49+02:00,2024-06-12T09:57:50+02:00,0
T1046  - ,3,2024-06-12T09:57:52+02:00,2024-06-12T09:57:56+02:00,0
T1046  - ,4,2024-06-12T09:57:59+02:00,2024-06-12T09:58:03+02:00,0
T1046  - ,5,2024-06-12T09:58:05+02:00,2024-06-12T09:58:09+02:00,0
T1046  - ,6,2024-06-12T09:58:11+02:00,2024-06-12T10:00:12+02:00,-1
T1046  - ,7,2024-06-12T10:00:14+02:00,2024-06-12T10:02:02+02:00,0
T1047  - ,1,2024-06-12T10:02:04+02:00,2024-06-12T10:02:05+02:00,0
T1047  - ,2,2024-06-12T10:02:07+02:00,2024-06-12T10:02:08+02:00,0
T1047  - ,3,2024-06-12T10:02:10+02:00,2024-06-12T10:02:11+02:00,0
T1047  - ,4,2024-06-12T10:02:13+02:00,2024-06-12T10:02:14+02:00,0
T1047  - ,5,2024-06-12T10:02:16+02:00,2024-06-12T10:02:17+02:00,0
T1047  - ,6,2024-06-12T10:02:19+02:00,2024-06-12T10:02:20+02:00,-2147024882
T1047  - ,7,2024-06-12T10:02:22+02:00,2024-06-12T10:02:23+02:00,0
T1047  - ,8,2024-06-12T10:02:25+02:00,2024-06-12T10:02:26+02:00,0
T1047  - ,9,2024-06-12T10:02:29+02:00,2024-06-12T10:02:29+02:00,0
T1047  - ,10,2024-06-12T10:02:32+02:00,2024-06-12T10:02:38+02:00,0
T1048  - ,1,2024-06-12T10:02:41+02:00,2024-06-12T10:02:41+02:00,0
T1048.002  - ,1,2024-06-12T10:02:44+02:00,2024-06-12T10:02:45+02:00,0
T1048.003  - ,1,2024-06-12T10:02:47+02:00,2024-06-12T10:02:49+02:00,0
T1048.003  - ,2,2024-06-12T10:02:52+02:00,2024-06-12T10:02:55+02:00,0
T1048.003  - ,3,2024-06-12T10:02:57+02:00,2024-06-12T10:03:00+02:00,0
T1048.003  - ,4,2024-06-12T10:03:02+02:00,2024-06-12T10:03:03+02:00,0
T1048.003  - ,5,2024-06-12T10:03:06+02:00,2024-06-12T10:03:06+02:00,0
T1049  - ,1,2024-06-12T10:03:09+02:00,2024-06-12T10:03:11+02:00,0
T1049  - ,2,2024-06-12T10:03:14+02:00,2024-06-12T10:03:15+02:00,0
T1049  - ,3,2024-06-12T10:03:18+02:00,2024-06-12T10:03:18+02:00,0
T1053.002  - ,1,2024-06-12T10:03:21+02:00,2024-06-12T10:03:21+02:00,1
T1053.005  - ,1,2024-06-12T10:03:23+02:00,2024-06-12T10:03:24+02:00,0
T1053.005  - ,2,2024-06-12T10:03:26+02:00,2024-06-12T10:03:26+02:00,0
T1053.005  - ,3,2024-06-12T10:03:29+02:00,2024-06-12T10:03:29+02:00,1
T1053.005  - ,4,2024-06-12T10:03:31+02:00,2024-06-12T10:03:33+02:00,0
T1053.005  - ,5,2024-06-12T10:03:37+02:00,2024-06-12T10:03:38+02:00,0
T1053.005  - ,6,2024-06-12T10:03:42+02:00,2024-06-12T10:03:43+02:00,0
T1053.005  - ,7,2024-06-12T10:03:47+02:00,2024-06-12T10:03:47+02:00,0
T1053.005  - ,8,2024-06-12T10:03:49+02:00,2024-06-12T10:03:50+02:00,0
T1053.005  - ,9,2024-06-12T10:03:54+02:00,2024-06-12T10:03:55+02:00,0
T1053.005  - ,10,2024-06-12T10:03:59+02:00,2024-06-12T10:03:59+02:00,1
T1055  - ,1,2024-06-12T10:04:02+02:00,2024-06-12T10:04:03+02:00,0
T1055  - ,2,2024-06-12T10:04:05+02:00,2024-06-12T10:04:06+02:00,1
T1055  - ,3,2024-06-12T10:04:08+02:00,2024-06-12T10:04:10+02:00,0
T1055  - ,4,2024-06-12T10:04:13+02:00,2024-06-12T10:04:14+02:00,0
T1055  - ,5,2024-06-12T10:04:17+02:00,2024-06-12T10:04:24+02:00,0
T1055  - ,6,2024-06-12T10:04:26+02:00,2024-06-12T10:04:28+02:00,0
T1055  - ,7,2024-06-12T10:04:31+02:00,2024-06-12T10:04:32+02:00,0
T1055  - ,8,2024-06-12T10:04:34+02:00,2024-06-12T10:04:35+02:00,0
T1055  - ,9,2024-06-12T10:04:38+02:00,2024-06-12T10:04:39+02:00,0
T1055  - ,10,2024-06-12T10:04:42+02:00,2024-06-12T10:04:43+02:00,0
T1055  - ,11,2024-06-12T10:04:46+02:00,2024-06-12T10:04:46+02:00,0
T1055  - ,12,2024-06-12T10:04:49+02:00,2024-06-12T10:04:50+02:00,0
T1055  - ,13,2024-06-12T10:04:53+02:00,2024-06-12T10:05:01+02:00,0
T1055.001  - ,1,2024-06-12T10:05:03+02:00,2024-06-12T10:05:04+02:00,0
T1055.001  - ,2,2024-06-12T10:05:06+02:00,2024-06-12T10:05:17+02:00,0
T1055.002  - ,1,2024-06-12T10:05:20+02:00,2024-06-12T10:05:28+02:00,0
T1055.003  - ,1,2024-06-12T10:05:31+02:00,2024-06-12T10:05:37+02:00,0
T1055.004  - ,1,2024-06-12T10:05:40+02:00,2024-06-12T10:05:52+02:00,-532462766
T1055.004  - ,2,2024-06-12T10:05:54+02:00,2024-06-12T10:05:55+02:00,0
T1055.004  - ,3,2024-06-12T10:05:58+02:00,2024-06-12T10:05:59+02:00,0
T1055.011  - ,1,2024-06-12T10:06:02+02:00,2024-06-12T10:06:03+02:00,0
T1055.012  - ,1,2024-06-12T10:06:06+02:00,2024-06-12T10:06:07+02:00,0
T1055.012  - ,2,2024-06-12T10:06:10+02:00,2024-06-12T10:06:11+02:00,0
T1055.012  - ,3,2024-06-12T10:06:14+02:00,2024-06-12T10:06:32+02:00,0
T1055.012  - ,4,2024-06-12T10:06:35+02:00,2024-06-12T10:06:36+02:00,0
T1055.015  - ,1,2024-06-12T10:06:39+02:00,2024-06-12T10:06:48+02:00,0
T1056.001  - ,1,2024-06-12T10:06:51+02:00,2024-06-12T10:06:52+02:00,0
T1056.002  - ,1,2024-06-12T10:06:54+02:00,2024-06-12T10:08:55+02:00,-1
T1056.004  - ,1,2024-06-12T10:08:57+02:00,2024-06-12T10:08:59+02:00,0
T1057  - ,1,2024-06-12T10:09:02+02:00,2024-06-12T10:09:02+02:00,0
T1057  - ,2,2024-06-12T10:09:04+02:00,2024-06-12T10:09:06+02:00,0
T1057  - ,3,2024-06-12T10:09:08+02:00,2024-06-12T10:09:12+02:00,0
T1057  - ,4,2024-06-12T10:09:15+02:00,2024-06-12T10:09:16+02:00,0
T1057  - ,5,2024-06-12T10:09:19+02:00,2024-06-12T10:09:19+02:00,0
T1057  - ,6,2024-06-12T10:09:21+02:00,2024-06-12T10:09:22+02:00,0
T1059  - ,1,2024-06-12T10:09:25+02:00,2024-06-12T10:09:25+02:00,0
T1059.001  - ,1,2024-06-12T10:09:28+02:00,2024-06-12T10:09:28+02:00,0
T1059.001  - ,2,2024-06-12T10:09:31+02:00,2024-06-12T10:09:32+02:00,-2146233087
T1059.001  - ,3,2024-06-12T10:09:35+02:00,2024-06-12T10:09:35+02:00,0
T1059.001  - ,4,2024-06-12T10:09:38+02:00,2024-06-12T10:09:38+02:00,0
T1059.001  - ,5,2024-06-12T10:09:41+02:00,2024-06-12T10:09:42+02:00,0
T1059.001  - ,6,2024-06-12T10:09:44+02:00,2024-06-12T10:09:46+02:00,0
T1059.001  - ,7,2024-06-12T10:09:48+02:00,2024-06-12T10:09:49+02:00,255
T1059.001  - ,8,2024-06-12T10:09:51+02:00,2024-06-12T10:09:52+02:00,0
T1059.001  - ,9,2024-06-12T10:09:54+02:00,2024-06-12T10:09:55+02:00,0
T1059.001  - ,10,2024-06-12T10:09:57+02:00,2024-06-12T10:09:58+02:00,0
T1059.001  - ,11,2024-06-12T10:10:01+02:00,2024-06-12T10:10:02+02:00,0
T1059.001  - ,12,2024-06-12T10:10:04+02:00,2024-06-12T10:10:09+02:00,0
T1059.001  - ,13,2024-06-12T10:10:11+02:00,2024-06-12T10:10:12+02:00,0
T1059.001  - ,14,2024-06-12T10:10:15+02:00,2024-06-12T10:10:16+02:00,0
T1059.001  - ,15,2024-06-12T10:10:19+02:00,2024-06-12T10:10:20+02:00,0
T1059.001  - ,16,2024-06-12T10:10:22+02:00,2024-06-12T10:10:23+02:00,0
T1059.001  - ,17,2024-06-12T10:10:26+02:00,2024-06-12T10:10:27+02:00,0
T1059.001  - ,18,2024-06-12T10:10:29+02:00,2024-06-12T10:10:30+02:00,0
T1059.001  - ,19,2024-06-12T10:10:33+02:00,2024-06-12T10:10:33+02:00,0
T1059.001  - ,20,2024-06-12T10:10:36+02:00,2024-06-12T10:10:37+02:00,0
T1059.001  - ,21,2024-06-12T10:10:39+02:00,2024-06-12T10:10:41+02:00,0
T1059.001  - ,22,2024-06-12T10:10:43+02:00,2024-06-12T10:10:45+02:00,0
T1059.003  - ,1,2024-06-12T10:10:47+02:00,2024-06-12T10:10:48+02:00,0
T1059.003  - ,2,2024-06-12T10:10:51+02:00,2024-06-12T10:10:51+02:00,0
T1059.003  - ,3,2024-06-12T10:10:54+02:00,2024-06-12T10:10:54+02:00,0
T1059.003  - ,4,2024-06-12T10:10:56+02:00,2024-06-12T10:11:21+02:00,0
T1059.003  - ,5,2024-06-12T10:11:43+02:00,2024-06-12T10:11:44+02:00,0
T1059.003  - ,6,2024-06-12T10:11:47+02:00,2024-06-12T10:11:48+02:00,0
T1059.005  - ,1,2024-06-12T10:11:50+02:00,2024-06-12T10:11:51+02:00,0
T1059.005  - ,2,2024-06-12T10:11:54+02:00,2024-06-12T10:11:55+02:00,0
T1059.005  - ,3,2024-06-12T10:11:58+02:00,2024-06-12T10:12:00+02:00,0
T1059.007  - ,1,2024-06-12T10:12:02+02:00,2024-06-12T10:12:03+02:00,0
T1059.007  - ,2,2024-06-12T10:12:05+02:00,2024-06-12T10:13:38+02:00,0
T1069.001  - ,1,2024-06-12T10:13:40+02:00,2024-06-12T10:13:41+02:00,0
T1069.001  - ,2,2024-06-12T10:13:44+02:00,2024-06-12T10:13:45+02:00,0
T1069.001  - ,3,2024-06-12T10:13:47+02:00,2024-06-12T10:13:48+02:00,0
T1069.001  - ,4,2024-06-12T10:13:51+02:00,2024-06-12T10:13:51+02:00,0
T1069.001  - ,5,2024-06-12T10:13:54+02:00,2024-06-12T10:13:55+02:00,0
T1069.002  - ,1,2024-06-12T10:13:57+02:00,2024-06-12T10:13:58+02:00,2
T1069.002  - ,2,2024-06-12T10:14:00+02:00,2024-06-12T10:14:01+02:00,0
T1069.002  - ,3,2024-06-12T10:14:04+02:00,2024-06-12T10:14:04+02:00,2
T1069.002  - ,4,2024-06-12T10:14:06+02:00,2024-06-12T10:14:07+02:00,0
T1069.002  - ,5,2024-06-12T10:14:10+02:00,2024-06-12T10:14:10+02:00,0
T1069.002  - ,6,2024-06-12T10:14:12+02:00,2024-06-12T10:14:13+02:00,0
T1069.002  - ,7,2024-06-12T10:14:15+02:00,2024-06-12T10:14:16+02:00,0
T1069.002  - ,8,2024-06-12T10:14:19+02:00,2024-06-12T10:14:19+02:00,1
T1069.002  - ,9,2024-06-12T10:14:22+02:00,2024-06-12T10:14:22+02:00,0
T1069.002  - ,10,2024-06-12T10:14:25+02:00,2024-06-12T10:14:26+02:00,0
T1069.002  - ,11,2024-06-12T10:14:28+02:00,2024-06-12T10:14:29+02:00,0
T1069.002  - ,12,2024-06-12T10:14:32+02:00,2024-06-12T10:14:32+02:00,0
T1069.002  - ,13,2024-06-12T10:14:35+02:00,2024-06-12T10:14:35+02:00,0
T1069.002  - ,14,2024-06-12T10:14:38+02:00,2024-06-12T10:14:38+02:00,1
T1070  - ,1,2024-06-12T10:14:41+02:00,2024-06-12T10:14:41+02:00,0
T1070  - ,2,2024-06-12T10:14:43+02:00,2024-06-12T10:14:44+02:00,0
T1070.001  - ,1,2024-06-12T10:14:47+02:00,2024-06-12T10:14:47+02:00,0
T1070.001  - ,2,2024-06-12T10:14:50+02:00,2024-06-12T10:14:50+02:00,0
T1070.001  - ,3,2024-06-12T10:14:53+02:00,2024-06-12T10:14:54+02:00,0
T1070.003  - ,1,2024-06-12T10:14:57+02:00,2024-06-12T10:14:58+02:00,0
T1070.003  - ,2,2024-06-12T10:15:00+02:00,2024-06-12T10:15:01+02:00,0
T1070.003  - ,3,2024-06-12T10:15:04+02:00,2024-06-12T10:15:04+02:00,0
T1070.004  - ,1,2024-06-12T10:15:07+02:00,2024-06-12T10:15:07+02:00,0
T1070.004  - ,2,2024-06-12T10:15:10+02:00,2024-06-12T10:15:10+02:00,2
T1070.004  - ,3,2024-06-12T10:15:13+02:00,2024-06-12T10:15:13+02:00,0
T1070.004  - ,4,2024-06-12T10:15:16+02:00,2024-06-12T10:15:17+02:00,0
T1070.004  - ,5,2024-06-12T10:15:19+02:00,2024-06-12T10:15:20+02:00,0
T1070.004  - ,6,2024-06-12T10:15:22+02:00,2024-06-12T10:15:23+02:00,0
T1070.005  - ,1,2024-06-12T10:15:26+02:00,2024-06-12T10:15:26+02:00,1
T1070.005  - ,2,2024-06-12T10:15:28+02:00,2024-06-12T10:15:29+02:00,2
T1070.005  - ,3,2024-06-12T10:15:31+02:00,2024-06-12T10:15:37+02:00,0
T1070.005  - ,4,2024-06-12T10:15:39+02:00,2024-06-12T10:15:40+02:00,0
T1070.005  - ,5,2024-06-12T10:15:42+02:00,2024-06-12T10:15:43+02:00,0
T1070.006  - ,1,2024-06-12T10:15:45+02:00,2024-06-12T10:15:46+02:00,0
T1070.006  - ,2,2024-06-12T10:15:48+02:00,2024-06-12T10:15:49+02:00,0
T1070.006  - ,3,2024-06-12T10:15:52+02:00,2024-06-12T10:15:52+02:00,0
T1070.006  - ,4,2024-06-12T10:15:55+02:00,2024-06-12T10:15:56+02:00,0
T1070.008  - ,1,2024-06-12T10:15:58+02:00,2024-06-12T10:15:59+02:00,0
T1070.008  - ,2,2024-06-12T10:16:02+02:00,2024-06-12T10:16:02+02:00,0
T1071  - ,1,2024-06-12T10:16:05+02:00,2024-06-12T10:16:12+02:00,0
T1071.001  - ,1,2024-06-12T10:16:15+02:00,2024-06-12T10:16:16+02:00,0
T1071.001  - ,2,2024-06-12T10:16:19+02:00,2024-06-12T10:16:20+02:00,0
T1071.004  - ,1,2024-06-12T10:16:22+02:00,2024-06-12T10:17:42+02:00,0
T1071.004  - ,2,2024-06-12T10:17:44+02:00,2024-06-12T10:19:45+02:00,-1
T1071.004  - ,3,2024-06-12T10:19:47+02:00,2024-06-12T10:20:18+02:00,0
T1071.004  - ,4,2024-06-12T10:20:21+02:00,2024-06-12T10:20:28+02:00,0
T1072  - ,1,2024-06-12T10:20:31+02:00,2024-06-12T10:20:32+02:00,1
T1072  - ,2,2024-06-12T10:20:34+02:00,2024-06-12T10:20:34+02:00,1
T1072  - ,3,2024-06-12T10:20:36+02:00,2024-06-12T10:20:37+02:00,0
T1074.001  - ,1,2024-06-12T10:20:40+02:00,2024-06-12T10:20:41+02:00,0
T1074.001  - ,2,2024-06-12T10:20:44+02:00,2024-06-12T10:20:45+02:00,0
T1078.001  - ,1,2024-06-12T10:20:48+02:00,2024-06-12T10:20:48+02:00,0
T1078.001  - ,2,2024-06-12T10:20:51+02:00,2024-06-12T10:20:51+02:00,0
T1078.003  - ,1,2024-06-12T10:20:54+02:00,2024-06-12T10:20:54+02:00,0
T1078.003  - ,2,2024-06-12T10:20:57+02:00,2024-06-12T10:20:58+02:00,1
